Note: checking out '9a62b06be5d0df8e833ff8583398cca386608cac'.

You are in 'detached HEAD' state. You can look around, make experimental
changes and commit them, and you can discard any commits you make in this
state without impacting any branches by performing another checkout.
HEAD is now at d08ed4b7 Version 1.2 preparation
[ BUILD CHECKER ] d08ed4b7 commit build fail
[ BUILD CHECKER ] c4204ecd commit gona be checked
Previous HEAD position was d08ed4b7 Version 1.2 preparation
HEAD is now at c4204ecd Remove completed tasks
[ BUILD CHECKER ] c4204ecd commit build fail
[ BUILD CHECKER ] 63c28bcb commit gona be checked
Previous HEAD position was c4204ecd Remove completed tasks
HEAD is now at 63c28bcb Add Ethipoic Chronology
[ BUILD CHECKER ] 63c28bcb commit build fail
[ BUILD CHECKER ] eee6a92a commit gona be checked
Previous HEAD position was 63c28bcb Add Ethipoic Chronology
HEAD is now at eee6a92a Fixed formatting of time zone name near DST transition.
[ BUILD CHECKER ] eee6a92a commit build fail
[ BUILD CHECKER ] 257fbbcd commit gona be checked
Previous HEAD position was eee6a92a Fixed formatting of time zone name near DST transition.
HEAD is now at 257fbbcd Fixed conversions to and from java.util.Date and java.util.Calendar where time zone rules differ between JDK and Joda-Time.
[ BUILD CHECKER ] 257fbbcd commit build fail
[ BUILD CHECKER ] 53438f41 commit gona be checked
Previous HEAD position was 257fbbcd Fixed conversions to and from java.util.Date and java.util.Calendar where time zone rules differ between JDK and Joda-Time.
HEAD is now at 53438f41 Fix serialization bug introduced with last commit.
[ BUILD CHECKER ] 53438f41 commit build fail
[ BUILD CHECKER ] a09523a2 commit gona be checked
Previous HEAD position was 53438f41 Fix serialization bug introduced with last commit.
HEAD is now at a09523a2 Performance enhancement of critical method, when running in server JVM.
[ BUILD CHECKER ] a09523a2 commit build fail
[ BUILD CHECKER ] feeee086 commit gona be checked
Previous HEAD position was a09523a2 Performance enhancement of critical method, when running in server JVM.
HEAD is now at feeee086 In ZonedChronology, fixed getting text values for fields from getAs[Short]Text(int value, Locale locale).
[ BUILD CHECKER ] feeee086 commit build fail
[ BUILD CHECKER ] 3920f45c commit gona be checked
Previous HEAD position was feeee086 In ZonedChronology, fixed getting text values for fields from getAs[Short]Text(int value, Locale locale).
HEAD is now at 3920f45c Proposal for core Holiday representation classes
[ BUILD CHECKER ] 3920f45c commit build fail
[ BUILD CHECKER ] 786e06e6 commit gona be checked
Previous HEAD position was 3920f45c Proposal for core Holiday representation classes
HEAD is now at 786e06e6 Fix grammer
[ BUILD CHECKER ] 786e06e6 commit build fail
[ BUILD CHECKER ] df96735b commit gona be checked
Previous HEAD position was 786e06e6 Fix grammer
HEAD is now at df96735b Ignore release folder
[ BUILD CHECKER ] df96735b commit build fail
[ BUILD CHECKER ] 528c7f7a commit gona be checked
Previous HEAD position was df96735b Ignore release folder
HEAD is now at 528c7f7a Add toString to performance checks
[ BUILD CHECKER ] 528c7f7a commit build fail
[ BUILD CHECKER ] ceafd889 commit gona be checked
Previous HEAD position was 528c7f7a Add toString to performance checks
HEAD is now at ceafd889 Add Ethipoic Chronology
[ BUILD CHECKER ] ceafd889 commit build fail
[ BUILD CHECKER ] dea27d4f commit gona be checked
Previous HEAD position was ceafd889 Add Ethipoic Chronology
HEAD is now at dea27d4f Change docs for ChronologyType
[ BUILD CHECKER ] dea27d4f commit build fail
[ BUILD CHECKER ] 03c435f5 commit gona be checked
Previous HEAD position was dea27d4f Change docs for ChronologyType
HEAD is now at 03c435f5 Add first xml design
[ BUILD CHECKER ] 03c435f5 commit build fail
[ BUILD CHECKER ] 5b602633 commit gona be checked
Previous HEAD position was 03c435f5 Add first xml design
HEAD is now at 5b602633 Initial project checkin from Al Major
[ BUILD CHECKER ] 5b602633 commit build fail
[ BUILD CHECKER ] f8558e67 commit gona be checked
Previous HEAD position was 5b602633 Initial project checkin from Al Major
HEAD is now at f8558e67 Updated to version 2005n.
[ BUILD CHECKER ] f8558e67 commit build fail
[ BUILD CHECKER ] e371d1e9 commit gona be checked
Previous HEAD position was f8558e67 Updated to version 2005n.
HEAD is now at e371d1e9 Add notes for coptic bug fix and scalar performance improvement
[ BUILD CHECKER ] e371d1e9 commit build fail
[ BUILD CHECKER ] f574d59d commit gona be checked
Previous HEAD position was e371d1e9 Add notes for coptic bug fix and scalar performance improvement
HEAD is now at f574d59d Performance optimization for overflow checking multiplications
[ BUILD CHECKER ] f574d59d commit build fail
[ BUILD CHECKER ] de22e64a commit gona be checked
Previous HEAD position was f574d59d Performance optimization for overflow checking multiplications
HEAD is now at de22e64a Fixed regression in month of year calculation which affected max days in a month
[ BUILD CHECKER ] de22e64a commit build fail
[ BUILD CHECKER ] 3eb5cdcd commit gona be checked
Previous HEAD position was de22e64a Fixed regression in month of year calculation which affected max days in a month
HEAD is now at 3eb5cdcd Presentation for BeJUG, Open office v1.1.4
[ BUILD CHECKER ] 3eb5cdcd commit build fail
[ BUILD CHECKER ] 86568718 commit gona be checked
Previous HEAD position was 3eb5cdcd Presentation for BeJUG, Open office v1.1.4
HEAD is now at 86568718 Ignore
[ BUILD CHECKER ] 86568718 commit build fail
[ BUILD CHECKER ] 9e98bed1 commit gona be checked
Previous HEAD position was 86568718 Ignore
HEAD is now at 9e98bed1 Add hibernate sub-project
[ BUILD CHECKER ] 9e98bed1 commit build fail
[ BUILD CHECKER ] 6cdf6fc1 commit gona be checked
Previous HEAD position was 9e98bed1 Add hibernate sub-project
HEAD is now at 6cdf6fc1 Add hibernate project link
[ BUILD CHECKER ] 6cdf6fc1 commit build fail
[ BUILD CHECKER ] 71f75eca commit gona be checked
Previous HEAD position was 6cdf6fc1 Add hibernate project link
HEAD is now at 71f75eca First website version
[ BUILD CHECKER ] 71f75eca commit build fail
[ BUILD CHECKER ] 000f4714 commit gona be checked
Previous HEAD position was 71f75eca First website version
HEAD is now at 000f4714 Fix Javadoc from Gwyn Evans
[ BUILD CHECKER ] 000f4714 commit build fail
[ BUILD CHECKER ] 37ea1f66 commit gona be checked
Previous HEAD position was 000f4714 Fix Javadoc from Gwyn Evans
HEAD is now at 37ea1f66 Make sure display zone is also UTC.
[ BUILD CHECKER ] 37ea1f66 commit build fail
[ BUILD CHECKER ] 0b8ed160 commit gona be checked
Previous HEAD position was 37ea1f66 Make sure display zone is also UTC.
HEAD is now at 0b8ed160 Improved overflow detection and handling.
[ BUILD CHECKER ] 0b8ed160 commit build fail
[ BUILD CHECKER ] 3dd31f2d commit gona be checked
Previous HEAD position was 0b8ed160 Improved overflow detection and handling.
HEAD is now at 3dd31f2d Improved overflow detection and handling.
[ BUILD CHECKER ] 3dd31f2d commit build fail
[ BUILD CHECKER ] f6e53770 commit gona be checked
Previous HEAD position was 3dd31f2d Improved overflow detection and handling.
HEAD is now at f6e53770 Added tests for FieldUtils.
[ BUILD CHECKER ] f6e53770 commit build fail
[ BUILD CHECKER ] 12883c59 commit gona be checked
Previous HEAD position was f6e53770 Added tests for FieldUtils.
HEAD is now at 12883c59 Deprecate Chronology factory methods
[ BUILD CHECKER ] 12883c59 commit build fail
[ BUILD CHECKER ] 2fdb8ed5 commit gona be checked
Previous HEAD position was 12883c59 Deprecate Chronology factory methods
HEAD is now at 2fdb8ed5 Remove references to Chronology factory methods
[ BUILD CHECKER ] 2fdb8ed5 commit build fail
[ BUILD CHECKER ] a4e20662 commit gona be checked
Previous HEAD position was 2fdb8ed5 Remove references to Chronology factory methods
HEAD is now at a4e20662 Use chronology factory method on chronology subclass instead of that on Chronology
[ BUILD CHECKER ] a4e20662 commit build fail
[ BUILD CHECKER ] fc76f162 commit gona be checked
Previous HEAD position was a4e20662 Use chronology factory method on chronology subclass instead of that on Chronology
HEAD is now at fc76f162 Add ReadableInstant.Property.toInterval() method
[ BUILD CHECKER ] fc76f162 commit build fail
[ BUILD CHECKER ] 88d0750d commit gona be checked
Previous HEAD position was fc76f162 Add ReadableInstant.Property.toInterval() method
HEAD is now at 88d0750d Add MutableDateTime.property method
[ BUILD CHECKER ] 88d0750d commit build fail
[ BUILD CHECKER ] 0d6d0e24 commit gona be checked
Previous HEAD position was 88d0750d Add MutableDateTime.property method
HEAD is now at 0d6d0e24 Add v1.1 tag
[ BUILD CHECKER ] 0d6d0e24 commit build fail
[ BUILD CHECKER ] 96f76a33 commit gona be checked
Previous HEAD position was 0d6d0e24 Add v1.1 tag
HEAD is now at 96f76a33 Add Chronology.getType() method
[ BUILD CHECKER ] 96f76a33 commit build fail
[ BUILD CHECKER ] 583cfd39 commit gona be checked
Previous HEAD position was 96f76a33 Add Chronology.getType() method
HEAD is now at 583cfd39 Refactor Single Era fields to BasicSingleEraDateTimeField
[ BUILD CHECKER ] 583cfd39 commit build fail
[ BUILD CHECKER ] dd16addf commit gona be checked
Previous HEAD position was 583cfd39 Refactor Single Era fields to BasicSingleEraDateTimeField
HEAD is now at dd16addf Add ChronologyType, to provide the missing link in the API types
[ BUILD CHECKER ] dd16addf commit build fail
[ BUILD CHECKER ] 229e52b2 commit gona be checked
Previous HEAD position was dd16addf Add ChronologyType, to provide the missing link in the API types
HEAD is now at 229e52b2 Ignore temp files
[ BUILD CHECKER ] 229e52b2 commit build fail
[ BUILD CHECKER ] f676ffe2 commit gona be checked
Previous HEAD position was 229e52b2 Ignore temp files
HEAD is now at f676ffe2 Updated to version 2005m
[ BUILD CHECKER ] f676ffe2 commit build fail
[ BUILD CHECKER ] 69c3d758 commit gona be checked
Previous HEAD position was f676ffe2 Updated to version 2005m
HEAD is now at 69c3d758 Fix ZonedChronology ReadablePartial getMax/Min Value methods
[ BUILD CHECKER ] 69c3d758 commit build fail
[ BUILD CHECKER ] 26c4a01e commit gona be checked
Previous HEAD position was 69c3d758 Fix ZonedChronology ReadablePartial getMax/Min Value methods
HEAD is now at 26c4a01e Add JSP tags contributed project
[ BUILD CHECKER ] 26c4a01e commit build fail
[ BUILD CHECKER ] 820a9098 commit gona be checked
Previous HEAD position was 26c4a01e Add JSP tags contributed project
HEAD is now at 820a9098 Fix example to something that actually compiles
[ BUILD CHECKER ] 820a9098 commit build fail
[ BUILD CHECKER ] 219ac5f9 commit gona be checked
Previous HEAD position was 820a9098 Fix example to something that actually compiles
HEAD is now at 219ac5f9 Fix website for maven 1.0.2
[ BUILD CHECKER ] 219ac5f9 commit build fail
[ BUILD CHECKER ] d2f83bce commit gona be checked
Previous HEAD position was 219ac5f9 Fix website for maven 1.0.2
HEAD is now at d2f83bce Add NOTICE to jar. Add license xml segment.
[ BUILD CHECKER ] d2f83bce commit build fail
[ BUILD CHECKER ] d0ed711a commit gona be checked
Previous HEAD position was d2f83bce Add NOTICE to jar. Add license xml segment.
HEAD is now at d0ed711a Post 0.8 tasks
[ BUILD CHECKER ] d0ed711a commit build fail
[ BUILD CHECKER ] c22634c5 commit gona be checked
Previous HEAD position was d0ed711a Post 0.8 tasks
HEAD is now at c22634c5 Fix download locations and release date
[ BUILD CHECKER ] c22634c5 commit build fail
[ BUILD CHECKER ] 94cb3a89 commit gona be checked
Previous HEAD position was c22634c5 Fix download locations and release date
HEAD is now at 94cb3a89 Fix joda-time version
[ BUILD CHECKER ] 94cb3a89 commit build fail
[ BUILD CHECKER ] efbed15b commit gona be checked
Previous HEAD position was 94cb3a89 Fix joda-time version
HEAD is now at efbed15b Fix META-INF
[ BUILD CHECKER ] efbed15b commit build fail
[ BUILD CHECKER ] 323f95f8 commit gona be checked
Previous HEAD position was efbed15b Fix META-INF
HEAD is now at 323f95f8 Fix scripts for 0.8
[ BUILD CHECKER ] 323f95f8 commit build fail
[ BUILD CHECKER ] cfb150df commit gona be checked
Previous HEAD position was 323f95f8 Fix scripts for 0.8
HEAD is now at cfb150df Fix scripts for 0.8
[ BUILD CHECKER ] cfb150df commit build fail
[ BUILD CHECKER ] 8aa766b7 commit gona be checked
Previous HEAD position was cfb150df Fix scripts for 0.8
HEAD is now at 8aa766b7 Rename README to RELEASE-NOTES
[ BUILD CHECKER ] 8aa766b7 commit build fail
[ BUILD CHECKER ] be0846b0 commit gona be checked
Previous HEAD position was 8aa766b7 Rename README to RELEASE-NOTES
HEAD is now at be0846b0 Fix dist so maven works
[ BUILD CHECKER ] be0846b0 commit build fail
[ BUILD CHECKER ] f4c019f3 commit gona be checked
Previous HEAD position was be0846b0 Fix dist so maven works
HEAD is now at f4c019f3 Fix paths so maven works
[ BUILD CHECKER ] f4c019f3 commit build fail
[ BUILD CHECKER ] 30714b09 commit gona be checked
Previous HEAD position was f4c019f3 Fix paths so maven works
HEAD is now at 30714b09 Update theme for maven 1.0.2
[ BUILD CHECKER ] 30714b09 commit build fail
[ BUILD CHECKER ] 38cbf386 commit gona be checked
Previous HEAD position was 30714b09 Update theme for maven 1.0.2
HEAD is now at 38cbf386 Improve release scripts
[ BUILD CHECKER ] 38cbf386 commit build fail
[ BUILD CHECKER ] ce3ac84d commit gona be checked
Previous HEAD position was 38cbf386 Improve release scripts
HEAD is now at ce3ac84d Improve documentation
[ BUILD CHECKER ] ce3ac84d commit build fail
[ BUILD CHECKER ] f713c75b commit gona be checked
Previous HEAD position was ce3ac84d Improve documentation
HEAD is now at f713c75b Fix javadoc
[ BUILD CHECKER ] f713c75b commit build fail
[ BUILD CHECKER ] b9ccb8d9 commit gona be checked
Previous HEAD position was f713c75b Fix javadoc
HEAD is now at b9ccb8d9 Improve documentation
[ BUILD CHECKER ] b9ccb8d9 commit build fail
[ BUILD CHECKER ] 265440cf commit gona be checked
Previous HEAD position was b9ccb8d9 Improve documentation
HEAD is now at 265440cf Improve documentation
[ BUILD CHECKER ] 265440cf commit build fail
[ BUILD CHECKER ] 9d78d8b4 commit gona be checked
Previous HEAD position was 265440cf Improve documentation
HEAD is now at 9d78d8b4 Upgrade to Joda-Time 1.1
[ BUILD CHECKER ] 9d78d8b4 commit build fail
[ BUILD CHECKER ] aab3dfbd commit gona be checked
Previous HEAD position was 9d78d8b4 Upgrade to Joda-Time 1.1
HEAD is now at aab3dfbd Reformat classes to Joda-Time codeing standards
[ BUILD CHECKER ] aab3dfbd commit build fail
[ BUILD CHECKER ] 20f77358 commit gona be checked
Previous HEAD position was aab3dfbd Reformat classes to Joda-Time codeing standards
HEAD is now at 20f77358 Move from 1.1 to 1.2
[ BUILD CHECKER ] 20f77358 commit build fail
[ BUILD CHECKER ] c53a9546 commit gona be checked
Previous HEAD position was 20f77358 Move from 1.1 to 1.2
HEAD is now at c53a9546 Fix invalid xml
[ BUILD CHECKER ] c53a9546 commit build fail
[ BUILD CHECKER ] 6e7e7d68 commit gona be checked
Previous HEAD position was c53a9546 Fix invalid xml
HEAD is now at 6e7e7d68 add: PersistentTimeOfDay (might loose milliseconds part) add: PersistentTimeOfDayExact (use int to store the full time)
[ BUILD CHECKER ] 6e7e7d68 commit build fail
[ BUILD CHECKER ] 6eb9bf02 commit gona be checked
Previous HEAD position was 6e7e7d68 add: PersistentTimeOfDay (might loose milliseconds part) add: PersistentTimeOfDayExact (use int to store the full time)
HEAD is now at 6eb9bf02 Update for v1.1
[ BUILD CHECKER ] 6eb9bf02 commit build fail
[ BUILD CHECKER ] 227eb75c commit gona be checked
Previous HEAD position was 6eb9bf02 Update for v1.1
HEAD is now at 227eb75c Update for v1.1
[ BUILD CHECKER ] 227eb75c commit build fail
[ BUILD CHECKER ] 22b39081 commit gona be checked
Previous HEAD position was 227eb75c Update for v1.1
HEAD is now at 22b39081 Add since tags for 1.1
[ BUILD CHECKER ] 22b39081 commit build fail
[ BUILD CHECKER ] c820cbe0 commit gona be checked
Previous HEAD position was 22b39081 Add since tags for 1.1
HEAD is now at c820cbe0 Update documentation for v1.1
[ BUILD CHECKER ] c820cbe0 commit build fail
[ BUILD CHECKER ] 9bf299b6 commit gona be checked
Previous HEAD position was c820cbe0 Update documentation for v1.1
HEAD is now at 9bf299b6 Update documentation for v1.1
[ BUILD CHECKER ] 9bf299b6 commit build fail
[ BUILD CHECKER ] b00d835b commit gona be checked
Previous HEAD position was 9bf299b6 Update documentation for v1.1
HEAD is now at b00d835b Add comments about equals on periods
[ BUILD CHECKER ] b00d835b commit build fail
[ BUILD CHECKER ] bd4c2497 commit gona be checked
Previous HEAD position was b00d835b Add comments about equals on periods
HEAD is now at bd4c2497 Improve JDK1.5 compilation
[ BUILD CHECKER ] bd4c2497 commit build fail
[ BUILD CHECKER ] 16bf5080 commit gona be checked
Previous HEAD position was bd4c2497 Improve JDK1.5 compilation
HEAD is now at 16bf5080 Add some more possible TODO items
[ BUILD CHECKER ] 16bf5080 commit build fail
[ BUILD CHECKER ] df16fe1b commit gona be checked
Previous HEAD position was 16bf5080 Add some more possible TODO items
HEAD is now at df16fe1b Add int override to withPivotYear, and tests
[ BUILD CHECKER ] df16fe1b commit build fail
[ BUILD CHECKER ] 467cf820 commit gona be checked
Previous HEAD position was df16fe1b Add int override to withPivotYear, and tests
HEAD is now at 467cf820 Improve test coverage
[ BUILD CHECKER ] 467cf820 commit build fail
[ BUILD CHECKER ] 0531e3dc commit gona be checked
Previous HEAD position was 467cf820 Improve test coverage
HEAD is now at 0531e3dc Remove unused code
[ BUILD CHECKER ] 0531e3dc commit build fail
[ BUILD CHECKER ] 0aa4f5e1 commit gona be checked
Previous HEAD position was 0531e3dc Remove unused code
HEAD is now at 0aa4f5e1 Javadoc
[ BUILD CHECKER ] 0aa4f5e1 commit build fail
[ BUILD CHECKER ] 6f9ef4c4 commit gona be checked
Previous HEAD position was 0aa4f5e1 Javadoc
HEAD is now at 6f9ef4c4 Interval:   Added gap method that returns the gap between two intervals.   Added abuts method that returns true if two intervals abut. DateTimeUtils:   Added getReadableInterval(ReadableInterval) method to handle null intervals
[ BUILD CHECKER ] 6f9ef4c4 commit build fail
[ BUILD CHECKER ] da10d7e4 commit gona be checked
Previous HEAD position was 6f9ef4c4 Interval:   Added gap method that returns the gap between two intervals.   Added abuts method that returns true if two intervals abut. DateTimeUtils:   Added getReadableInterval(ReadableInterval) method to handle null intervals
HEAD is now at da10d7e4 Fix javadoc warning
[ BUILD CHECKER ] da10d7e4 commit build fail
[ BUILD CHECKER ] 75c05c8e commit gona be checked
Previous HEAD position was da10d7e4 Fix javadoc warning
HEAD is now at 75c05c8e Fixed spelling error.
[ BUILD CHECKER ] 75c05c8e commit build fail
[ BUILD CHECKER ] 3c4b31b4 commit gona be checked
Previous HEAD position was 75c05c8e Fixed spelling error.
HEAD is now at 3c4b31b4 Add Comparable support to all ReadablePartials via AbstractPartial and comments
[ BUILD CHECKER ] 3c4b31b4 commit build fail
[ BUILD CHECKER ] a9f2cd48 commit gona be checked
Previous HEAD position was 3c4b31b4 Add Comparable support to all ReadablePartials via AbstractPartial and comments
HEAD is now at a9f2cd48 Improve documentation for v1.1
[ BUILD CHECKER ] a9f2cd48 commit build fail
[ BUILD CHECKER ] 2de7d1e4 commit gona be checked
Previous HEAD position was a9f2cd48 Improve documentation for v1.1
HEAD is now at 2de7d1e4 Update TODO for 1.2
[ BUILD CHECKER ] 2de7d1e4 commit build fail
[ BUILD CHECKER ] 65a5478f commit gona be checked
Previous HEAD position was 2de7d1e4 Update TODO for 1.2
HEAD is now at 65a5478f Ensure that Period constructors for partials check for contiguous partials
[ BUILD CHECKER ] 65a5478f commit build fail
[ BUILD CHECKER ] 7168f6d3 commit gona be checked
Previous HEAD position was 65a5478f Ensure that Period constructors for partials check for contiguous partials
HEAD is now at 7168f6d3 Add DateTimeUtils.isContiguous
[ BUILD CHECKER ] 7168f6d3 commit build fail
[ BUILD CHECKER ] f152b049 commit gona be checked
Previous HEAD position was 7168f6d3 Add DateTimeUtils.isContiguous
HEAD is now at f152b049 Comment about removed time zones.
[ BUILD CHECKER ] f152b049 commit build fail
[ BUILD CHECKER ] 73517eab commit gona be checked
Previous HEAD position was f152b049 Comment about removed time zones.
HEAD is now at 73517eab Update to version 2005k.
[ BUILD CHECKER ] 73517eab commit build fail
[ BUILD CHECKER ] ecb3c813 commit gona be checked
Previous HEAD position was 73517eab Update to version 2005k.
HEAD is now at ecb3c813 Add basic checkstyle
[ BUILD CHECKER ] ecb3c813 commit build fail
[ BUILD CHECKER ] 7f8dcd0f commit gona be checked
Previous HEAD position was ecb3c813 Add basic checkstyle
HEAD is now at 7f8dcd0f Add basic xdocs
[ BUILD CHECKER ] 7f8dcd0f commit build fail
[ BUILD CHECKER ] dba81575 commit gona be checked
Previous HEAD position was 7f8dcd0f Add basic xdocs
HEAD is now at dba81575 Tabs to spaces
[ BUILD CHECKER ] dba81575 commit build fail
[ BUILD CHECKER ] bdbd2515 commit gona be checked
Previous HEAD position was dba81575 Tabs to spaces
HEAD is now at bdbd2515 Add maven files
[ BUILD CHECKER ] bdbd2515 commit build fail
[ BUILD CHECKER ] 1140e252 commit gona be checked
Previous HEAD position was bdbd2515 Add maven files
HEAD is now at 1140e252 Eclipse files
[ BUILD CHECKER ] 1140e252 commit build fail
[ BUILD CHECKER ] e232922c commit gona be checked
Previous HEAD position was 1140e252 Eclipse files
HEAD is now at e232922c Ignores
[ BUILD CHECKER ] e232922c commit build fail
[ BUILD CHECKER ] e349fc5c commit gona be checked
Previous HEAD position was e232922c Ignores
HEAD is now at e349fc5c Organize imports
[ BUILD CHECKER ] e349fc5c commit build fail
[ BUILD CHECKER ] 785b98e4 commit gona be checked
Previous HEAD position was e349fc5c Organize imports
HEAD is now at 785b98e4 Remove final method qualifier to match AbstractPartialFieldProperty
[ BUILD CHECKER ] 785b98e4 commit build fail
[ BUILD CHECKER ] b7172036 commit gona be checked
Previous HEAD position was 785b98e4 Remove final method qualifier to match AbstractPartialFieldProperty
HEAD is now at b7172036 Change methods from final to non-final to ensure binary compatability with v1.0
[ BUILD CHECKER ] b7172036 commit build fail
[ BUILD CHECKER ] 98049a1c commit gona be checked
Previous HEAD position was b7172036 Change methods from final to non-final to ensure binary compatability with v1.0
HEAD is now at 98049a1c Prepare for 1.1
[ BUILD CHECKER ] 98049a1c commit build fail
[ BUILD CHECKER ] 67906ed6 commit gona be checked
Previous HEAD position was 98049a1c Prepare for 1.1
HEAD is now at 67906ed6 Set jdiff version
[ BUILD CHECKER ] 67906ed6 commit build fail
[ BUILD CHECKER ] 14058836 commit gona be checked
Previous HEAD position was 67906ed6 Set jdiff version
HEAD is now at 14058836 Increase test coverage
[ BUILD CHECKER ] 14058836 commit build fail
[ BUILD CHECKER ] 61bbfc47 commit gona be checked
Previous HEAD position was 14058836 Increase test coverage
HEAD is now at 61bbfc47 Organize imports
[ BUILD CHECKER ] 61bbfc47 commit build fail
[ BUILD CHECKER ] 86d15ea1 commit gona be checked
Previous HEAD position was 61bbfc47 Organize imports
HEAD is now at 86d15ea1 Refactor GJ named classes to less specific Basic named classes
[ BUILD CHECKER ] 86d15ea1 commit build fail
[ BUILD CHECKER ] 6c7032e6 commit gona be checked
Previous HEAD position was 86d15ea1 Refactor GJ named classes to less specific Basic named classes
HEAD is now at 6c7032e6 Add since tags
[ BUILD CHECKER ] 6c7032e6 commit build fail
[ BUILD CHECKER ] 59b30b99 commit gona be checked
Previous HEAD position was 6c7032e6 Add since tags
HEAD is now at 59b30b99 initial commit of joda jsp tags
[ BUILD CHECKER ] 59b30b99 commit build fail
[ BUILD CHECKER ] 3932b491 commit gona be checked
Previous HEAD position was 59b30b99 initial commit of joda jsp tags
HEAD is now at 3932b491 Include NOTICE.txt in jar file
[ BUILD CHECKER ] 3932b491 commit build fail
[ BUILD CHECKER ] 37603e6d commit gona be checked
Previous HEAD position was 3932b491 Include NOTICE.txt in jar file
HEAD is now at 37603e6d Maven generated ant file
[ BUILD CHECKER ] 37603e6d commit build fail
[ BUILD CHECKER ] e6c48cce commit gona be checked
Previous HEAD position was 37603e6d Maven generated ant file
HEAD is now at e6c48cce Initialize website with style and images
[ BUILD CHECKER ] e6c48cce commit build fail
[ BUILD CHECKER ] 8f4fd92e commit gona be checked
Previous HEAD position was e6c48cce Initialize website with style and images
HEAD is now at 8f4fd92e Organize imports
[ BUILD CHECKER ] 8f4fd92e commit build fail
[ BUILD CHECKER ] e69fc761 commit gona be checked
Previous HEAD position was 8f4fd92e Organize imports
HEAD is now at e69fc761 Add Eclipse project files
[ BUILD CHECKER ] e69fc761 commit build fail
[ BUILD CHECKER ] 8297e3c5 commit gona be checked
Previous HEAD position was e69fc761 Add Eclipse project files
HEAD is now at 8297e3c5 Ignore generated folders
[ BUILD CHECKER ] 8297e3c5 commit build fail
[ BUILD CHECKER ] c29aace3 commit gona be checked
Previous HEAD position was 8297e3c5 Ignore generated folders
HEAD is now at c29aace3 Add URL to download JTA from
[ BUILD CHECKER ] c29aace3 commit build fail
[ BUILD CHECKER ] f9177fe2 commit gona be checked
Previous HEAD position was c29aace3 Add URL to download JTA from
HEAD is now at f9177fe2 Hibernate support moved to independent subproject of contrib
[ BUILD CHECKER ] f9177fe2 commit build fail
[ BUILD CHECKER ] 51dd1cdf commit gona be checked
Previous HEAD position was f9177fe2 Hibernate support moved to independent subproject of contrib
HEAD is now at 51dd1cdf Increase test coverage
[ BUILD CHECKER ] 51dd1cdf commit build fail
[ BUILD CHECKER ] 392e9b25 commit gona be checked
Previous HEAD position was 51dd1cdf Increase test coverage
HEAD is now at 392e9b25 Increase test coverage
[ BUILD CHECKER ] 392e9b25 commit build fail
[ BUILD CHECKER ] b83fb175 commit gona be checked
Previous HEAD position was 392e9b25 Increase test coverage
HEAD is now at b83fb175 Add isMatch() method to Partial
[ BUILD CHECKER ] b83fb175 commit build fail
[ BUILD CHECKER ] de400835 commit gona be checked
Previous HEAD position was b83fb175 Add isMatch() method to Partial
HEAD is now at de400835 Emphasise most important fixed bug
[ BUILD CHECKER ] de400835 commit build fail
[ BUILD CHECKER ] 9f9a57b7 commit gona be checked
Previous HEAD position was de400835 Emphasise most important fixed bug
HEAD is now at 9f9a57b7 Add Period.fieldDifference factory method to calculate periods in a different way
[ BUILD CHECKER ] 9f9a57b7 commit build fail
[ BUILD CHECKER ] 80f4c35b commit gona be checked
Previous HEAD position was 9f9a57b7 Add Period.fieldDifference factory method to calculate periods in a different way
HEAD is now at 80f4c35b Add since tag
[ BUILD CHECKER ] 80f4c35b commit build fail
[ BUILD CHECKER ] cb16c512 commit gona be checked
Previous HEAD position was 80f4c35b Add since tag
HEAD is now at cb16c512 Add Period.fieldDifference factory method to calculate periods in a different way
[ BUILD CHECKER ] cb16c512 commit build fail
[ BUILD CHECKER ] 3937d82f commit gona be checked
Previous HEAD position was cb16c512 Add Period.fieldDifference factory method to calculate periods in a different way
HEAD is now at 3937d82f Add PeriodType.forFields to get a PeriodType for any set of fields
[ BUILD CHECKER ] 3937d82f commit build fail
[ BUILD CHECKER ] 21b0b48a commit gona be checked
Previous HEAD position was 3937d82f Add PeriodType.forFields to get a PeriodType for any set of fields
HEAD is now at 21b0b48a Add ordinal date formats to ISODateFormat
[ BUILD CHECKER ] 21b0b48a commit build fail
[ BUILD CHECKER ] b89ac405 commit gona be checked
Previous HEAD position was 21b0b48a Add ordinal date formats to ISODateFormat
HEAD is now at b89ac405 Add test and comment about TimeOfDay string constructor
[ BUILD CHECKER ] b89ac405 commit build fail
[ BUILD CHECKER ] 21d77672 commit gona be checked
Previous HEAD position was b89ac405 Add test and comment about TimeOfDay string constructor
HEAD is now at 21d77672 Fix javadoc tags
[ BUILD CHECKER ] 21d77672 commit build fail
[ BUILD CHECKER ] 130676f7 commit gona be checked
Previous HEAD position was 21d77672 Fix javadoc tags
HEAD is now at 130676f7 Improve test coverage
[ BUILD CHECKER ] 130676f7 commit build fail
[ BUILD CHECKER ] 60254016 commit gona be checked
Previous HEAD position was 130676f7 Improve test coverage
HEAD is now at 60254016 Fix since tag
[ BUILD CHECKER ] 60254016 commit build fail
[ BUILD CHECKER ] d5b286c4 commit gona be checked
Previous HEAD position was 60254016 Fix since tag
HEAD is now at d5b286c4 Add to ignores
