Previous HEAD position was 83f6917e Change on 2010/07/27 09:25:39 by dcc
HEAD is now at 49e9565f Shut off i18n warnings if the user didn't ask for i18n. Fixes issue 1135 R=blickly
[ BUILD CHECKER ] CHECK BUILD FOR STEP 2
Removing build/
[ BUILD CHECKER ] f5e47651 commit build success
[ BUILD CHECKER ] f5e47651 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f1a08e4f commit gona be re-checked
Previous HEAD position was f5e47651 Open source the jsonml-caja integration test.
HEAD is now at f1a08e4f type inference on the object part of a for..in
Removing build/
[ BUILD CHECKER ] f1a08e4f commit build success
[ BUILD CHECKER ] f1a08e4f commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 35b886aa commit gona be re-checked
Previous HEAD position was f1a08e4f type inference on the object part of a for..in
HEAD is now at 35b886aa Enable Caja integration test and fix it: 1) Touchup Object literal construction 2) Enable 'get' and 'set' object literal members
Removing build/
[ BUILD CHECKER ] 35b886aa commit build success
[ BUILD CHECKER ] 35b886aa commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 43f6b639 commit gona be re-checked
Previous HEAD position was 35b886aa Enable Caja integration test and fix it: 1) Touchup Object literal construction 2) Enable 'get' and 'set' object literal members
HEAD is now at 43f6b639 Add support for "get" and "set" property definitions. Also, fix code motion when prototype properties are set using an object literal.
Removing build/
[ BUILD CHECKER ] 43f6b639 commit build success
[ BUILD CHECKER ] 43f6b639 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 7451ba03 commit gona be re-checked
Previous HEAD position was 43f6b639 Add support for "get" and "set" property definitions. Also, fix code motion when prototype properties are set using an object literal.
HEAD is now at 7451ba03 Moeify the jsonml tests.
Removing build/
[ BUILD CHECKER ] 7451ba03 commit build success
[ BUILD CHECKER ] 7451ba03 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] a4a3b0ec commit gona be re-checked
Previous HEAD position was 7451ba03 Moeify the jsonml tests.
HEAD is now at a4a3b0ec Rename InlineGetters as it is confusing in the presence of "get" and "set".
Removing build/
[ BUILD CHECKER ] a4a3b0ec commit build success
[ BUILD CHECKER ] a4a3b0ec commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 95b271ce commit gona be re-checked
Previous HEAD position was a4a3b0ec Rename InlineGetters as it is confusing in the presence of "get" and "set".
HEAD is now at 95b271ce Update strict mode check for get and set object properties.
Removing build/
[ BUILD CHECKER ] 95b271ce commit build success
[ BUILD CHECKER ] 95b271ce commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e963fa84 commit gona be re-checked
Previous HEAD position was 95b271ce Update strict mode check for get and set object properties.
HEAD is now at e963fa84 get and set support for SuspiciousPropertyCheck
Removing build/
[ BUILD CHECKER ] e963fa84 commit build success
[ BUILD CHECKER ] e963fa84 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 79ac2940 commit gona be re-checked
Previous HEAD position was e963fa84 get and set support for SuspiciousPropertyCheck
HEAD is now at 79ac2940 Add Missing HTML5 Input Element Properties to html5.js extern Contributed by Chad Killingsworth. Import of r627
Removing build/
[ BUILD CHECKER ] 79ac2940 commit build success
[ BUILD CHECKER ] 79ac2940 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f64a3f51 commit gona be re-checked
Previous HEAD position was 79ac2940 Add Missing HTML5 Input Element Properties to html5.js extern Contributed by Chad Killingsworth. Import of r627
HEAD is now at f64a3f51 a really terrible fix for issue 291 fixes issue 291
Removing build/
[ BUILD CHECKER ] f64a3f51 commit build success
[ BUILD CHECKER ] f64a3f51 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e9f7e611 commit gona be re-checked
Previous HEAD position was f64a3f51 a really terrible fix for issue 291 fixes issue 291
HEAD is now at e9f7e611 Add a syntax for constructors {function(new:Type)} fixes issue 281
Removing build/
[ BUILD CHECKER ] e9f7e611 commit build success
[ BUILD CHECKER ] e9f7e611 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 6a17da87 commit gona be re-checked
Previous HEAD position was e9f7e611 Add a syntax for constructors {function(new:Type)} fixes issue 281
HEAD is now at 6a17da87 Fix checks for variable reads in expressions with assignments. Fixes issue 297.
Removing build/
[ BUILD CHECKER ] 6a17da87 commit build success
[ BUILD CHECKER ] 6a17da87 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] d6832232 commit gona be re-checked
Previous HEAD position was 6a17da87 Fix checks for variable reads in expressions with assignments. Fixes issue 297.
HEAD is now at d6832232 Update the global namespace for get and set properties.
Removing build/
[ BUILD CHECKER ] d6832232 commit build success
[ BUILD CHECKER ] d6832232 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 4cedc7bd commit gona be re-checked
Previous HEAD position was d6832232 Update the global namespace for get and set properties.
HEAD is now at 4cedc7bd Add Missing HTML5 Input Element Properties to html5.js extern
Removing build/
[ BUILD CHECKER ] 4cedc7bd commit build success
[ BUILD CHECKER ] 4cedc7bd commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f65f91e8 commit gona be re-checked
Previous HEAD position was 4cedc7bd Add Missing HTML5 Input Element Properties to html5.js extern
HEAD is now at f65f91e8 Add JsFunctionParser to jscomp/deps
Removing build/
[ BUILD CHECKER ] f65f91e8 commit build success
[ BUILD CHECKER ] f65f91e8 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 46411716 commit gona be re-checked
Previous HEAD position was f65f91e8 Add JsFunctionParser to jscomp/deps
HEAD is now at 46411716 Automated g4 rollback.
Removing build/
[ BUILD CHECKER ] 46411716 commit build success
[ BUILD CHECKER ] 46411716 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] bbff7b87 commit gona be re-checked
Previous HEAD position was 46411716 Automated g4 rollback.
HEAD is now at bbff7b87 Add get and set support to the property renaming passes.
Removing build/
[ BUILD CHECKER ] bbff7b87 commit build success
[ BUILD CHECKER ] bbff7b87 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 1c75a548 commit gona be re-checked
Previous HEAD position was bbff7b87 Add get and set support to the property renaming passes.
HEAD is now at 1c75a548 remove all uses of Sets of types. equality can change over time, so this is not safe. This means we need to be much more explicit in how we collapse type duplicates in unions and in type tightening
Removing build/
[ BUILD CHECKER ] 1c75a548 commit build success
[ BUILD CHECKER ] 1c75a548 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 83407839 commit gona be re-checked
Previous HEAD position was 1c75a548 remove all uses of Sets of types. equality can change over time, so this is not safe. This means we need to be much more explicit in how we collapse type duplicates in unions and in type tightening
HEAD is now at 83407839 Automated g4 rollback.
Removing build/
[ BUILD CHECKER ] 83407839 commit build success
[ BUILD CHECKER ] 83407839 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 0f2515ae commit gona be re-checked
Previous HEAD position was 83407839 Automated g4 rollback.
HEAD is now at 0f2515ae Add type information to ie_event.js externs Import of r613 Contributed by Chad Killingsworth
Removing build/
[ BUILD CHECKER ] 0f2515ae commit build success
[ BUILD CHECKER ] 0f2515ae commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 7aca9cf8 commit gona be re-checked
Previous HEAD position was 0f2515ae Add type information to ie_event.js externs Import of r613 Contributed by Chad Killingsworth
HEAD is now at 7aca9cf8 Fix a bug where type inference was getting short-circuited too early
Removing build/
[ BUILD CHECKER ] 7aca9cf8 commit build success
[ BUILD CHECKER ] 7aca9cf8 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 7a163123 commit gona be re-checked
Previous HEAD position was 7aca9cf8 Fix a bug where type inference was getting short-circuited too early
HEAD is now at 7a163123 Updates and tests for get and set object properties in StripCode
Removing build/
[ BUILD CHECKER ] 7a163123 commit build success
[ BUILD CHECKER ] 7a163123 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] ac9fde22 commit gona be re-checked
Previous HEAD position was 7a163123 Updates and tests for get and set object properties in StripCode
HEAD is now at ac9fde22 Tweak inline getters to be safe around "get" and "set".
Removing build/
[ BUILD CHECKER ] ac9fde22 commit build success
[ BUILD CHECKER ] ac9fde22 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 2e68acb0 commit gona be re-checked
Previous HEAD position was ac9fde22 Tweak inline getters to be safe around "get" and "set".
HEAD is now at 2e68acb0 Changes needed to support getters and setters in simple mode.
Removing build/
[ BUILD CHECKER ] 2e68acb0 commit build success
[ BUILD CHECKER ] 2e68acb0 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b6028fa6 commit gona be re-checked
Previous HEAD position was 2e68acb0 Changes needed to support getters and setters in simple mode.
HEAD is now at b6028fa6 Add some tests for both kinds of reflection, to make sure disambiguation is working as expected. i'm actually very impressed that this "just works"
Removing build/
[ BUILD CHECKER ] b6028fa6 commit build success
[ BUILD CHECKER ] b6028fa6 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] df8b30af commit gona be re-checked
Previous HEAD position was b6028fa6 Add some tests for both kinds of reflection, to make sure disambiguation is working as expected. i'm actually very impressed that this "just works"
HEAD is now at df8b30af Added parameter anonation for chrome.extension.getViews
Removing build/
[ BUILD CHECKER ] df8b30af commit build success
[ BUILD CHECKER ] df8b30af commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 86caf52b commit gona be re-checked
Previous HEAD position was df8b30af Added parameter anonation for chrome.extension.getViews
HEAD is now at 86caf52b If a variable is doubly declared in externs and sources, we should keep around both VAR keywords. Fixes issue 290
Removing build/
[ BUILD CHECKER ] 86caf52b commit build success
[ BUILD CHECKER ] 86caf52b commit was fixed by OnlyRebuild
[ BUILD CHECKER ] ff1a3d71 commit gona be re-checked
Previous HEAD position was 86caf52b If a variable is doubly declared in externs and sources, we should keep around both VAR keywords. Fixes issue 290
HEAD is now at ff1a3d71 Add type information to ie_event.js externs
Removing build/
[ BUILD CHECKER ] ff1a3d71 commit build success
[ BUILD CHECKER ] ff1a3d71 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 248e6eec commit gona be re-checked
Previous HEAD position was ff1a3d71 Add type information to ie_event.js externs
HEAD is now at 248e6eec Add missing Date.toDateString extern to es3.js Committed by Chad Killingsworth in r607
Removing build/
[ BUILD CHECKER ] 248e6eec commit build success
[ BUILD CHECKER ] 248e6eec commit was fixed by OnlyRebuild
[ BUILD CHECKER ] a453c7f2 commit gona be re-checked
Previous HEAD position was 248e6eec Add missing Date.toDateString extern to es3.js Committed by Chad Killingsworth in r607
HEAD is now at a453c7f2 Enable call optimizations in the open source compiler in advanced mode.
Removing build/
[ BUILD CHECKER ] a453c7f2 commit build success
[ BUILD CHECKER ] a453c7f2 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 510ff24a commit gona be re-checked
Previous HEAD position was a453c7f2 Enable call optimizations in the open source compiler in advanced mode.
HEAD is now at 510ff24a Fold a few more comparison cases.
Removing build/
[ BUILD CHECKER ] 510ff24a commit build success
[ BUILD CHECKER ] 510ff24a commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 8a76da20 commit gona be re-checked
Previous HEAD position was 510ff24a Fold a few more comparison cases.
HEAD is now at 8a76da20 Update visibility of some JSType classes to allow cleaner integration of tools to the AST.
Removing build/
[ BUILD CHECKER ] 8a76da20 commit build success
[ BUILD CHECKER ] 8a76da20 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 269cfb2c commit gona be re-checked
Previous HEAD position was 8a76da20 Update visibility of some JSType classes to allow cleaner integration of tools to the AST.
HEAD is now at 269cfb2c Add a little santity to NodeUtil.getStringValue.
Removing build/
[ BUILD CHECKER ] 269cfb2c commit build success
[ BUILD CHECKER ] 269cfb2c commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 69651eb0 commit gona be re-checked
Previous HEAD position was 269cfb2c Add a little santity to NodeUtil.getStringValue.
HEAD is now at 69651eb0 Add missing Date.toDateString extern to es3.js
Removing build/
[ BUILD CHECKER ] 69651eb0 commit build success
[ BUILD CHECKER ] 69651eb0 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] ec80fa13 commit gona be re-checked
Previous HEAD position was 69651eb0 Add missing Date.toDateString extern to es3.js
HEAD is now at ec80fa13 Create some functions for incremental recompilation.
Removing build/
[ BUILD CHECKER ] ec80fa13 commit build success
[ BUILD CHECKER ] ec80fa13 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] be010400 commit gona be re-checked
Previous HEAD position was ec80fa13 Create some functions for incremental recompilation.
HEAD is now at be010400 Automated g4 rollback.
Removing build/
[ BUILD CHECKER ] be010400 commit build success
[ BUILD CHECKER ] be010400 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 05b7dcdd commit gona be re-checked
Previous HEAD position was be010400 Automated g4 rollback.
HEAD is now at 05b7dcdd certain tools need a larger stack when generating code.
Removing build/
[ BUILD CHECKER ] 05b7dcdd commit build success
[ BUILD CHECKER ] 05b7dcdd commit was fixed by OnlyRebuild
[ BUILD CHECKER ] ef45cb88 commit gona be re-checked
Previous HEAD position was 05b7dcdd certain tools need a larger stack when generating code.
HEAD is now at ef45cb88 Use svn version to build maven artifacts for closure-compiler
Removing build/
[ BUILD CHECKER ] ef45cb88 commit build success
[ BUILD CHECKER ] ef45cb88 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b02b646a commit gona be re-checked
Previous HEAD position was ef45cb88 Use svn version to build maven artifacts for closure-compiler
HEAD is now at b02b646a Make unread bound this argument a warning.
Removing build/
[ BUILD CHECKER ] b02b646a commit build success
[ BUILD CHECKER ] b02b646a commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 28982c32 commit gona be re-checked
Previous HEAD position was b02b646a Make unread bound this argument a warning.
HEAD is now at 28982c32 Automated g4 rollback.
Removing build/
[ BUILD CHECKER ] 28982c32 commit build success
[ BUILD CHECKER ] 28982c32 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 0ef2982c commit gona be re-checked
Previous HEAD position was 28982c32 Automated g4 rollback.
HEAD is now at 0ef2982c Clean up some more warnings.
Removing build/
[ BUILD CHECKER ] 0ef2982c commit build success
[ BUILD CHECKER ] 0ef2982c commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f42e3e4a commit gona be re-checked
Previous HEAD position was 0ef2982c Clean up some more warnings.
HEAD is now at f42e3e4a Automated g4 rollback.
Removing build/
[ BUILD CHECKER ] f42e3e4a commit build success
[ BUILD CHECKER ] f42e3e4a commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 1c92a544 commit gona be re-checked
Previous HEAD position was f42e3e4a Automated g4 rollback.
HEAD is now at 1c92a544 Add whitespace only mode support for ES5 getters and setters.
Removing build/
[ BUILD CHECKER ] 1c92a544 commit build success
[ BUILD CHECKER ] 1c92a544 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 3c3abc45 commit gona be re-checked
Previous HEAD position was 1c92a544 Add whitespace only mode support for ES5 getters and setters.
HEAD is now at 3c3abc45 Automated g4 rollback.
Removing build/
[ BUILD CHECKER ] 3c3abc45 commit build success
[ BUILD CHECKER ] 3c3abc45 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 8ad57c7e commit gona be re-checked
Previous HEAD position was 3c3abc45 Automated g4 rollback.
HEAD is now at 8ad57c7e Verify that rhino understand casting of object literals.
Removing build/
[ BUILD CHECKER ] 8ad57c7e commit build success
[ BUILD CHECKER ] 8ad57c7e commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 2f29d7ee commit gona be re-checked
Previous HEAD position was 8ad57c7e Verify that rhino understand casting of object literals.
HEAD is now at 2f29d7ee Allow the removal of unused parameters from call sites.
Removing build/
[ BUILD CHECKER ] 2f29d7ee commit build success
[ BUILD CHECKER ] 2f29d7ee commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 3c5a6f6a commit gona be re-checked
Previous HEAD position was 2f29d7ee Allow the removal of unused parameters from call sites.
HEAD is now at 3c5a6f6a Allow graphs without annotations.
Removing build/
[ BUILD CHECKER ] 3c5a6f6a commit build success
[ BUILD CHECKER ] 3c5a6f6a commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 95248f54 commit gona be re-checked
Previous HEAD position was 3c5a6f6a Allow graphs without annotations.
HEAD is now at 95248f54 Perform VariableMap specific escaping.
Removing build/
[ BUILD CHECKER ] 95248f54 commit build success
[ BUILD CHECKER ] 95248f54 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 5e637464 commit gona be re-checked
Previous HEAD position was 95248f54 Perform VariableMap specific escaping.
HEAD is now at 5e637464 Automated g4 rollback.
Removing build/
[ BUILD CHECKER ] 5e637464 commit build success
[ BUILD CHECKER ] 5e637464 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 3c77775a commit gona be re-checked
Previous HEAD position was 5e637464 Automated g4 rollback.
HEAD is now at 3c77775a Skip native function static properties.
Removing build/
[ BUILD CHECKER ] 3c77775a commit build success
[ BUILD CHECKER ] 3c77775a commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 3a2ef53f commit gona be re-checked
Previous HEAD position was 3c77775a Skip native function static properties.
HEAD is now at 3a2ef53f r561 dropped libtrunk_rhino_parser_jarjared.jar from .classpath, preventing the closure-compiler project from building in Eclipse
Removing build/
[ BUILD CHECKER ] 3a2ef53f commit build success
[ BUILD CHECKER ] 3a2ef53f commit was fixed by OnlyRebuild
[ BUILD CHECKER ] ab2a786b commit gona be re-checked
Previous HEAD position was 3a2ef53f r561 dropped libtrunk_rhino_parser_jarjared.jar from .classpath, preventing the closure-compiler project from building in Eclipse
HEAD is now at ab2a786b Adding new 3.3 externs
Removing build/
[ BUILD CHECKER ] ab2a786b commit build success
[ BUILD CHECKER ] ab2a786b commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 81e67f53 commit gona be re-checked
Previous HEAD position was ab2a786b Adding new 3.3 externs
HEAD is now at 81e67f53 Automated g4 rollback.
Removing build/
[ BUILD CHECKER ] 81e67f53 commit build success
[ BUILD CHECKER ] 81e67f53 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] db6ecf32 commit gona be re-checked
Previous HEAD position was 81e67f53 Automated g4 rollback.
HEAD is now at db6ecf32 Have ReplaceStrings run earlier so that optimizations (collapse properties, disambiguate properties, devirtualize methods, etc) don't change the results.
Removing build/
[ BUILD CHECKER ] db6ecf32 commit build success
[ BUILD CHECKER ] db6ecf32 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f7013a96 commit gona be re-checked
Previous HEAD position was db6ecf32 Have ReplaceStrings run earlier so that optimizations (collapse properties, disambiguate properties, devirtualize methods, etc) don't change the results.
HEAD is now at f7013a96 Preserve type information during collapse properties.
Removing build/
[ BUILD CHECKER ] f7013a96 commit build success
[ BUILD CHECKER ] f7013a96 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] a83c4868 commit gona be re-checked
Previous HEAD position was f7013a96 Preserve type information during collapse properties.
HEAD is now at a83c4868 Warn if a ctor or iface is not initialized
Removing build/
[ BUILD CHECKER ] a83c4868 commit build success
[ BUILD CHECKER ] a83c4868 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 9ccdbed3 commit gona be re-checked
Previous HEAD position was a83c4868 Warn if a ctor or iface is not initialized
HEAD is now at 9ccdbed3 Revision created by MOE tool push_codebase. MOE_MIGRATION=37
Removing build/
[ BUILD CHECKER ] 9ccdbed3 commit build success
[ BUILD CHECKER ] 9ccdbed3 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 94a74673 commit gona be re-checked
Previous HEAD position was 9ccdbed3 Revision created by MOE tool push_codebase. MOE_MIGRATION=37
HEAD is now at 94a74673 r561 dropped libtrunk_rhino_parser_jarjared.jar from .classpath, preventing the closure-compiler project from building in Eclipse
Removing build/
[ BUILD CHECKER ] 94a74673 commit build success
[ BUILD CHECKER ] 94a74673 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 4b065734 commit gona be re-checked
Previous HEAD position was 94a74673 r561 dropped libtrunk_rhino_parser_jarjared.jar from .classpath, preventing the closure-compiler project from building in Eclipse
HEAD is now at 4b065734 Turn off collapsing for non-constructor function properties. Fixes issue 289.
Removing build/
[ BUILD CHECKER ] 4b065734 commit build success
[ BUILD CHECKER ] 4b065734 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e7ad2425 commit gona be re-checked
Previous HEAD position was 4b065734 Turn off collapsing for non-constructor function properties. Fixes issue 289.
HEAD is now at e7ad2425 Be a bit better about constructors defined in local scopes on global objects.
Removing build/
[ BUILD CHECKER ] e7ad2425 commit build success
[ BUILD CHECKER ] e7ad2425 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] d07260c6 commit gona be re-checked
Previous HEAD position was e7ad2425 Be a bit better about constructors defined in local scopes on global objects.
HEAD is now at d07260c6 Handle disappearing definition sites in OptimizeReturns.
Removing build/
[ BUILD CHECKER ] d07260c6 commit build success
[ BUILD CHECKER ] d07260c6 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] eaaa1566 commit gona be re-checked
Previous HEAD position was d07260c6 Handle disappearing definition sites in OptimizeReturns.
HEAD is now at eaaa1566 Create some exhaustive tests for binary ops
Removing build/
[ BUILD CHECKER ] eaaa1566 commit build success
[ BUILD CHECKER ] eaaa1566 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 78eb6721 commit gona be re-checked
Previous HEAD position was eaaa1566 Create some exhaustive tests for binary ops
HEAD is now at 78eb6721 Random Eclipse warning fixes.
Removing build/
[ BUILD CHECKER ] 78eb6721 commit build success
[ BUILD CHECKER ] 78eb6721 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 7a1ffc0e commit gona be re-checked
Previous HEAD position was 78eb6721 Random Eclipse warning fixes.
HEAD is now at 7a1ffc0e Tweaks suggested by Alan for my last CL.
Removing build/
[ BUILD CHECKER ] 7a1ffc0e commit build success
[ BUILD CHECKER ] 7a1ffc0e commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 6a4bafed commit gona be re-checked
Previous HEAD position was 7a1ffc0e Tweaks suggested by Alan for my last CL.
HEAD is now at 6a4bafed Add some unit tests.
Removing build/
[ BUILD CHECKER ] 6a4bafed commit build success
[ BUILD CHECKER ] 6a4bafed commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 679554c0 commit gona be re-checked
Previous HEAD position was 6a4bafed Add some unit tests.
HEAD is now at 679554c0 Updating 3.3 externs
Removing build/
[ BUILD CHECKER ] 679554c0 commit build success
[ BUILD CHECKER ] 679554c0 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 9548f863 commit gona be re-checked
Previous HEAD position was 679554c0 Updating 3.3 externs
HEAD is now at 9548f863 Fix folding of String-to-undefined comparisons
Removing build/
[ BUILD CHECKER ] 9548f863 commit build success
[ BUILD CHECKER ] 9548f863 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] ef332935 commit gona be re-checked
Previous HEAD position was 9548f863 Fix folding of String-to-undefined comparisons
HEAD is now at ef332935 Assume "toString" and "valueOf" are side-effect free and "toString" returns a string.
Removing build/
[ BUILD CHECKER ] ef332935 commit build success
[ BUILD CHECKER ] ef332935 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 73f98ee9 commit gona be re-checked
Previous HEAD position was ef332935 Assume "toString" and "valueOf" are side-effect free and "toString" returns a string.
HEAD is now at 73f98ee9 Lay the groundwork for the my next call optimization.
Removing build/
[ BUILD CHECKER ] 73f98ee9 commit build success
[ BUILD CHECKER ] 73f98ee9 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 03bfd274 commit gona be re-checked
Previous HEAD position was 73f98ee9 Lay the groundwork for the my next call optimization.
HEAD is now at 03bfd274 Minor touch ups for eclipse.
Removing build/
[ BUILD CHECKER ] 03bfd274 commit build success
[ BUILD CHECKER ] 03bfd274 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] d48e656b commit gona be re-checked
Previous HEAD position was 03bfd274 Minor touch ups for eclipse.
HEAD is now at d48e656b Automated g4 rollback.
Removing build/
[ BUILD CHECKER ] d48e656b commit build success
[ BUILD CHECKER ] d48e656b commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 6d497951 commit gona be re-checked
Previous HEAD position was d48e656b Automated g4 rollback.
HEAD is now at 6d497951 Propagate known local value information across functions.  This also fixes problems with incomplete local information.
Removing build/
[ BUILD CHECKER ] 6d497951 commit build success
[ BUILD CHECKER ] 6d497951 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] af1d92c5 commit gona be re-checked
Previous HEAD position was 6d497951 Propagate known local value information across functions.  This also fixes problems with incomplete local information.
HEAD is now at af1d92c5 Add extern definition for the Notification.dir attribute.
Removing build/
[ BUILD CHECKER ] af1d92c5 commit build success
[ BUILD CHECKER ] af1d92c5 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e94b5cc0 commit gona be re-checked
Previous HEAD position was af1d92c5 Add extern definition for the Notification.dir attribute.
HEAD is now at e94b5cc0 Automated g4 rollback. breaks things.
Removing build/
[ BUILD CHECKER ] e94b5cc0 commit build success
[ BUILD CHECKER ] e94b5cc0 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b70007d6 commit gona be re-checked
Previous HEAD position was e94b5cc0 Automated g4 rollback. breaks things.
HEAD is now at b70007d6 Allow prettyPrint and printInputDelimiter options in ant CompileTask Contributed by franck.routier Fixes issue 283
Removing build/
[ BUILD CHECKER ] b70007d6 commit build success
[ BUILD CHECKER ] b70007d6 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 1fe272ef commit gona be re-checked
Previous HEAD position was b70007d6 Allow prettyPrint and printInputDelimiter options in ant CompileTask Contributed by franck.routier Fixes issue 283
HEAD is now at 1fe272ef Adding 3.3 externs
Removing build/
[ BUILD CHECKER ] 1fe272ef commit build success
[ BUILD CHECKER ] 1fe272ef commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e1fa1c20 commit gona be re-checked
Previous HEAD position was 1fe272ef Adding 3.3 externs
HEAD is now at e1fa1c20 Pull in maven related changes
Removing build/
[ BUILD CHECKER ] e1fa1c20 commit build success
[ BUILD CHECKER ] e1fa1c20 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 44371669 commit gona be re-checked
Previous HEAD position was e1fa1c20 Pull in maven related changes
HEAD is now at 44371669 Make ant CompileTask sensible to last modified time Contributed by franck routier.
Removing build/
[ BUILD CHECKER ] 44371669 commit build success
[ BUILD CHECKER ] 44371669 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] af4b8d4a commit gona be re-checked
Previous HEAD position was 44371669 Make ant CompileTask sensible to last modified time Contributed by franck routier.
HEAD is now at af4b8d4a Make subtyping of Functions with this:SomeInterface more lenient
Removing build/
[ BUILD CHECKER ] af4b8d4a commit build success
[ BUILD CHECKER ] af4b8d4a commit was fixed by OnlyRebuild
[ BUILD CHECKER ] edfe20bf commit gona be re-checked
Previous HEAD position was af4b8d4a Make subtyping of Functions with this:SomeInterface more lenient
HEAD is now at edfe20bf fix up the license header
Removing build/
[ BUILD CHECKER ] edfe20bf commit build success
[ BUILD CHECKER ] edfe20bf commit was fixed by OnlyRebuild
[ BUILD CHECKER ] da794a3a commit gona be re-checked
Previous HEAD position was edfe20bf fix up the license header
HEAD is now at da794a3a short-circuit mutatesThis propagation because it is broken
Removing build/
[ BUILD CHECKER ] da794a3a commit build success
[ BUILD CHECKER ] da794a3a commit was fixed by OnlyRebuild
[ BUILD CHECKER ] d72e757a commit gona be re-checked
Previous HEAD position was da794a3a short-circuit mutatesThis propagation because it is broken
HEAD is now at d72e757a Manual import of revision 553. Contributed by Chad Killingsworth
Removing build/
[ BUILD CHECKER ] d72e757a commit build success
[ BUILD CHECKER ] d72e757a commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b76b09bb commit gona be re-checked
Previous HEAD position was d72e757a Manual import of revision 553. Contributed by Chad Killingsworth
HEAD is now at b76b09bb Add HTMLElement.prototype.getElementsByClassName to html5.js
Removing build/
[ BUILD CHECKER ] b76b09bb commit build success
